,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,joined_days,Age,Living_With,Children,Family_Size,Is_Parent
529,Postgraduate,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,4341,64,Partner,2,4,1
530,Undergraduate,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,4329,49,Alone,1,2,1
531,Graduate,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,4326,55,Alone,1,2,1
532,Postgraduate,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,3961,47,Partner,2,4,1
533,Graduate,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,4320,62,Partner,2,4,1
534,Graduate,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,4327,42,Alone,1,2,1
535,Postgraduate,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,4333,73,Partner,1,3,1
536,Graduate,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,3961,57,Partner,1,3,1
537,Graduate,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,3964,57,Alone,0,1,0
538,Undergraduate,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,4336,72,Partner,1,3,1
539,Postgraduate,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,4321,43,Alone,1,2,1
540,Undergraduate,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,4337,47,Partner,1,3,1
541,Graduate,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,4704,55,Alone,1,2,1
542,Postgraduate,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,4682,40,Alone,1,2,1
543,Postgraduate,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,4337,42,Partner,0,2,0
544,Graduate,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,4340,48,Partner,1,3,1
545,Undergraduate,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,3971,34,Partner,1,3,1
546,Graduate,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,3972,60,Alone,0,1,0
547,Graduate,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,4341,44,Partner,1,3,1
548,Graduate,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,3953,56,Partner,2,4,1
549,Postgraduate,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,3950,51,Partner,2,4,1
550,Undergraduate,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,3948,61,Alone,2,3,1
551,Graduate,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,3971,35,Alone,1,2,1
552,Postgraduate,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,3972,53,Alone,1,2,1
553,Graduate,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,4326,61,Partner,0,2,0
554,Postgraduate,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,4338,75,Partner,0,2,0
555,Graduate,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,4698,72,Partner,2,4,1
556,Postgraduate,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,4343,46,Alone,1,2,1
557,Graduate,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,4339,42,Partner,0,2,0
558,Undergraduate,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,4341,54,Partner,0,2,0
559,Graduate,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,4322,65,Partner,1,3,1
560,Graduate,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,4335,46,Partner,1,3,1
561,Graduate,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,4328,44,Alone,0,1,0
562,Postgraduate,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,4319,53,Partner,1,3,1
563,Undergraduate,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,3964,54,Partner,1,3,1
564,Postgraduate,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,4339,61,Alone,1,2,1
565,Postgraduate,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,3972,74,Partner,1,3,1
566,Graduate,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,4705,62,Alone,1,2,1
567,Postgraduate,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,4337,73,Partner,2,4,1
568,Graduate,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,4339,45,Alone,1,2,1
569,Graduate,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,4703,54,Partner,2,4,1
570,Graduate,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,4698,50,Partner,1,3,1
571,Postgraduate,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,3952,56,Partner,2,4,1
572,Undergraduate,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,4331,46,Alone,1,2,1
573,Postgraduate,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,4343,54,Partner,1,3,1
574,Postgraduate,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,4342,43,Partner,1,3,1
575,Postgraduate,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,4313,47,Partner,1,3,1
576,Graduate,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,3978,56,Partner,2,4,1
577,Graduate,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,4321,54,Partner,2,4,1
578,Postgraduate,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,4328,58,Partner,2,4,1
579,Postgraduate,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,4335,68,Partner,2,4,1
580,Postgraduate,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,4700,50,Partner,2,4,1
581,Graduate,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,4326,73,Partner,1,3,1
582,Undergraduate,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,4324,57,Partner,2,4,1
583,Postgraduate,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,4329,73,Partner,0,2,0
584,Graduate,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,3976,41,Partner,1,3,1
585,Undergraduate,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,3961,53,Partner,2,4,1
586,Graduate,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,4687,69,Alone,0,1,0
587,Postgraduate,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,4330,63,Partner,1,3,1
588,Graduate,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,3962,69,Partner,1,3,1
589,Graduate,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,4324,65,Partner,0,2,0
590,Postgraduate,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,4698,40,Alone,1,2,1
591,Postgraduate,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,4698,49,Partner,0,2,0
592,Postgraduate,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,4334,59,Alone,0,1,0
593,Graduate,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,3949,47,Partner,1,3,1
594,Postgraduate,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,4333,52,Partner,0,2,0
595,Postgraduate,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,4325,49,Partner,1,3,1
596,Graduate,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,4684,55,Alone,1,2,1
597,Postgraduate,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,4325,55,Partner,2,4,1
598,Undergraduate,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,4340,46,Partner,1,3,1
599,Graduate,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,4693,43,Partner,1,3,1
600,Graduate,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,4323,63,Alone,1,2,1
601,Graduate,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,4679,64,Partner,1,3,1
602,Graduate,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,4327,69,Alone,0,1,0
603,Postgraduate,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,4701,76,Partner,2,4,1
604,Postgraduate,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,4318,58,Partner,2,4,1
605,Postgraduate,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,4681,38,Alone,1,2,1
606,Graduate,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,3968,51,Alone,1,2,1
607,Graduate,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,4333,68,Alone,3,4,1
608,Undergraduate,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,4684,49,Partner,1,3,1
609,Graduate,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,3972,59,Partner,0,2,0
610,Postgraduate,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,4325,55,Alone,0,1,0
611,Postgraduate,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,4326,80,Alone,0,1,0
612,Undergraduate,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,4699,51,Partner,1,3,1
613,Graduate,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,4316,57,Partner,3,5,1
614,Postgraduate,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,4701,55,Alone,0,1,0
615,Graduate,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,4318,50,Partner,2,4,1
616,Postgraduate,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,4338,59,Alone,3,4,1
617,Postgraduate,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,4341,48,Partner,2,4,1
618,Graduate,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,4326,46,Alone,2,3,1
619,Postgraduate,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,4693,64,Partner,1,3,1
620,Postgraduate,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,4333,63,Partner,1,3,1
621,Graduate,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,4330,53,Alone,0,1,0
622,Graduate,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,3969,75,Alone,0,1,0
623,Undergraduate,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,4316,46,Alone,1,2,1
624,Undergraduate,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,4341,69,Partner,0,2,0
625,Graduate,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,4324,48,Partner,1,3,1
626,Graduate,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,4341,49,Alone,1,2,1
627,Graduate,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,4689,64,Partner,1,3,1
628,Postgraduate,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,4704,47,Alone,2,3,1
629,Graduate,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,4692,47,Alone,1,2,1
630,Postgraduate,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,4325,54,Partner,1,3,1
631,Postgraduate,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,3966,66,Partner,0,2,0
632,Undergraduate,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,3964,54,Partner,1,3,1
633,Undergraduate,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,3964,64,Alone,0,1,0
634,Graduate,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,4326,51,Alone,0,1,0
635,Graduate,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,3969,62,Alone,3,4,1
636,Graduate,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,4340,72,Alone,0,1,0
637,Graduate,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,4336,62,Partner,1,3,1
638,Postgraduate,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,4682,74,Alone,1,2,1
639,Graduate,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,4338,53,Partner,1,3,1
640,Graduate,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,4705,64,Partner,1,3,1
641,Postgraduate,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,3966,76,Partner,0,2,0
642,Postgraduate,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,4680,65,Alone,1,2,1
643,Graduate,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,4337,60,Alone,1,2,1
644,Postgraduate,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,4334,77,Partner,0,2,0
645,Postgraduate,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,4326,53,Partner,2,4,1
646,Graduate,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,4323,54,Partner,0,2,0
647,Postgraduate,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,4331,54,Alone,1,2,1
648,Postgraduate,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,3956,47,Partner,1,3,1
649,Graduate,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,4328,66,Partner,1,3,1
650,Postgraduate,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,3962,64,Alone,0,1,0
651,Graduate,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,4683,39,Partner,1,3,1
652,Graduate,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,4698,50,Partner,1,3,1
653,Postgraduate,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,3966,74,Partner,1,3,1
654,Graduate,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,4707,69,Alone,1,2,1
655,Graduate,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,3972,49,Alone,0,1,0
656,Graduate,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,3975,71,Partner,1,3,1
657,Undergraduate,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,4688,66,Partner,0,2,0
658,Postgraduate,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,4313,77,Partner,1,3,1
659,Postgraduate,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,4323,58,Alone,3,4,1
660,Graduate,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,4703,61,Partner,1,3,1
661,Graduate,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,4330,39,Partner,1,3,1
662,Graduate,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,4319,49,Alone,1,2,1
663,Undergraduate,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,4703,44,Partner,0,2,0
664,Postgraduate,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,4343,68,Partner,0,2,0
665,Graduate,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,4682,65,Partner,0,2,0
666,Postgraduate,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,4328,50,Partner,1,3,1
667,Undergraduate,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,4319,37,Alone,1,2,1
668,Postgraduate,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,4335,56,Partner,1,3,1
669,Undergraduate,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,4337,53,Partner,2,4,1
670,Postgraduate,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,4315,60,Partner,1,3,1
671,Postgraduate,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,4336,62,Alone,2,3,1
672,Graduate,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,4698,54,Alone,1,2,1
673,Graduate,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,4328,44,Partner,1,3,1
674,Postgraduate,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,4709,49,Alone,1,2,1
675,Graduate,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,3957,50,Partner,2,4,1
676,Postgraduate,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,4680,61,Partner,1,3,1
677,Graduate,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,3977,45,Alone,0,1,0
678,Undergraduate,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,4328,39,Partner,1,3,1
679,Postgraduate,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,4321,44,Alone,0,1,0
680,Graduate,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,4326,61,Alone,1,2,1
681,Graduate,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,4680,57,Alone,0,1,0
682,Undergraduate,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,4319,42,Partner,0,2,0
683,Graduate,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,4320,69,Partner,1,3,1
684,Graduate,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,4325,57,Partner,0,2,0
685,Postgraduate,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,4337,48,Alone,1,2,1
686,Postgraduate,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,4698,52,Alone,0,1,0
687,Postgraduate,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,4706,42,Partner,0,2,0
688,Postgraduate,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,3963,35,Partner,0,2,0
689,Postgraduate,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,4314,55,Partner,0,2,0
690,Postgraduate,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,4706,64,Alone,1,2,1
691,Graduate,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,4319,54,Alone,0,1,0
692,Postgraduate,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,4332,66,Partner,1,3,1
693,Undergraduate,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,4342,72,Partner,0,2,0
694,Postgraduate,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,4315,75,Alone,2,3,1
695,Postgraduate,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,4318,63,Partner,2,4,1
696,Graduate,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,3953,29,Alone,0,1,0
697,Postgraduate,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,4336,75,Alone,2,3,1
698,Graduate,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,4341,63,Alone,0,1,0
699,Graduate,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,3970,64,Partner,0,2,0
700,Graduate,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,4327,51,Alone,1,2,1
701,Graduate,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,3967,46,Partner,2,4,1
702,Graduate,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,3968,46,Alone,1,2,1
703,Postgraduate,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,3950,36,Alone,0,1,0
704,Postgraduate,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,4318,56,Alone,1,2,1
705,Graduate,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,4334,38,Partner,1,3,1
706,Postgraduate,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,3952,54,Alone,1,2,1
707,Graduate,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,4334,73,Alone,1,2,1
708,Postgraduate,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,4323,76,Partner,1,3,1
709,Postgraduate,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,4334,53,Partner,1,3,1
710,Graduate,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,4332,38,Partner,1,3,1
711,Postgraduate,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,4689,59,Alone,1,2,1
712,Graduate,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,4324,49,Alone,1,2,1
713,Graduate,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,4330,71,Partner,0,2,0
714,Graduate,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,4337,42,Partner,1,3,1
715,Postgraduate,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,4703,49,Partner,0,2,0
716,Undergraduate,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,4687,64,Alone,0,1,0
717,Graduate,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,4333,46,Partner,1,3,1
718,Graduate,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,4313,54,Alone,1,2,1
719,Graduate,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,3950,66,Alone,2,3,1
720,Postgraduate,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,4691,59,Partner,1,3,1
721,Graduate,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,4342,70,Partner,0,2,0
722,Postgraduate,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,3956,40,Partner,1,3,1
723,Graduate,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,4331,59,Partner,0,2,0
724,Graduate,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,4709,48,Partner,1,3,1
725,Graduate,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,3971,58,Partner,1,3,1
726,Graduate,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,4321,69,Partner,0,2,0
727,Postgraduate,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,3954,48,Alone,0,1,0
728,Postgraduate,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,4333,59,Partner,3,5,1
729,Graduate,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,4329,33,Partner,0,2,0
730,Postgraduate,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,4317,75,Alone,2,3,1
731,Postgraduate,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,4703,71,Partner,2,4,1
732,Graduate,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,4332,46,Partner,2,4,1
733,Postgraduate,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,4328,76,Alone,3,4,1
734,Graduate,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,4335,51,Alone,2,3,1
735,Graduate,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,3950,75,Partner,0,2,0
736,Graduate,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,4315,51,Partner,1,3,1
737,Postgraduate,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,3976,72,Partner,1,3,1
738,Undergraduate,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,4326,35,Partner,1,3,1
739,Graduate,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,4701,55,Partner,1,3,1
740,Postgraduate,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,4321,71,Alone,1,2,1
741,Postgraduate,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,4338,68,Partner,2,4,1
742,Postgraduate,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,3978,74,Alone,3,4,1
743,Undergraduate,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,4343,46,Partner,1,3,1
744,Graduate,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,3954,60,Partner,0,2,0
745,Graduate,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,4332,72,Partner,0,2,0
746,Undergraduate,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,4335,49,Partner,1,3,1
747,Graduate,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,3970,29,Alone,0,1,0
748,Graduate,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,4329,54,Alone,1,2,1
749,Undergraduate,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,3950,70,Partner,0,2,0
750,Postgraduate,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,4313,52,Partner,0,2,0
751,Postgraduate,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,4341,66,Partner,1,3,1
752,Graduate,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,4319,49,Alone,1,2,1
753,Graduate,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,4316,55,Partner,0,2,0
754,Graduate,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,3977,45,Partner,0,2,0
755,Undergraduate,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,4335,46,Partner,0,2,0
756,Postgraduate,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,4699,52,Partner,1,3,1
757,Graduate,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,4325,60,Partner,1,3,1
758,Postgraduate,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,4329,45,Partner,1,3,1
759,Postgraduate,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,3973,65,Partner,1,3,1
760,Undergraduate,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,4341,43,Partner,1,3,1
761,Graduate,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,3955,57,Alone,2,3,1
762,Postgraduate,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,4316,36,Partner,0,2,0
763,Postgraduate,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,4334,46,Alone,1,2,1
764,Graduate,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,3957,72,Alone,0,1,0
765,Graduate,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,4317,69,Partner,1,3,1
766,Graduate,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,4699,47,Partner,0,2,0
767,Graduate,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,4705,37,Partner,0,2,0
768,Undergraduate,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,4343,59,Partner,1,3,1
769,Postgraduate,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,4318,68,Partner,1,3,1
770,Graduate,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,4341,45,Partner,1,3,1
771,Postgraduate,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,4332,73,Partner,0,2,0
772,Graduate,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,4320,59,Alone,2,3,1
773,Graduate,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,4331,52,Partner,2,4,1
774,Postgraduate,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,4702,67,Partner,1,3,1
775,Graduate,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,4338,71,Partner,2,4,1
776,Postgraduate,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,4314,59,Alone,1,2,1
777,Postgraduate,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,3953,66,Partner,0,2,0
778,Postgraduate,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,4326,69,Alone,2,3,1
779,Graduate,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,4332,53,Alone,1,2,1
780,Postgraduate,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,3974,50,Alone,0,1,0
781,Graduate,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,3965,48,Partner,2,4,1
782,Graduate,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,3968,54,Alone,1,2,1
783,Graduate,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,3960,52,Partner,1,3,1
784,Graduate,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,4326,52,Partner,1,3,1
785,Undergraduate,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,4681,38,Partner,1,3,1
786,Postgraduate,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,3964,64,Partner,2,4,1
787,Postgraduate,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,4342,56,Alone,1,2,1
788,Postgraduate,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,3950,46,Partner,1,3,1
789,Graduate,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,4702,48,Alone,1,2,1
790,Postgraduate,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,4329,79,Partner,0,2,0
791,Postgraduate,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,4703,67,Partner,0,2,0
792,Graduate,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,4325,74,Alone,0,1,0
793,Graduate,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,4315,46,Partner,2,4,1
794,Graduate,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,4339,63,Alone,1,2,1
